,,0,1,2,3,4,,,
number_of_reviews_ltm,std,23.21,9.67,2.72,10.99,15.13,,,
number_of_reviews_ltm,min,0,0,0,0,0,,,
number_of_reviews_ltm,25%,36,1,0,1,2,,,
number_of_reviews_ltm,50%,49,3,1,4,9,,,
number_of_reviews_ltm,75%,63,9,2,16,23,,,
number_of_reviews_ltm,max,163,59,16,56,80,,,
number_of_reviews_l30d,count,641,1202,78,983,661,,,
number_of_reviews_l30d,mean,4.57,0.57,0.18,0.91,1.50,,,
number_of_reviews_l30d,std,2.62,1.06,0.58,1.21,1.74,,,
number_of_reviews_l30d,min,0,0,0,0,0,,,
number_of_reviews_l30d,25%,3,0,0,0,0,,,
number_of_reviews_l30d,50%,4,0,0,0,1,,,
number_of_reviews_l30d,75%,6,1,0,2,3,,,
number_of_reviews_l30d,max,37,7,4,6,9,,,
review_scores_rating,count,641,1202,78,983,661,,,
review_scores_rating,mean,4.91,4.87,3.35,4.86,4.89,,,
review_scores_rating,std,0.08,0.18,0.91,0.19,0.16,,,
review_scores_rating,min,4.46,3.67,1,4,4,,,
review_scores_rating,25%,4.88,4.82,3,4.8,4.84,,,
review_scores_rating,50%,4.94,4.94,3.67,4.92,4.94,,,
review_scores_rating,75%,4.97,5,4,5,5,,,
review_scores_rating,max,5,5,5,5,5,,,
review_scores_accuracy,count,641,1202,78,983,661,,,
review_scores_accuracy,mean,4.93,4.89,3.50,4.88,4.90,,,
review_scores_accuracy,std,0.07,0.18,1.03,0.18,0.14,,,
review_scores_accuracy,min,4.5,3,1,3.63,4,,,
review_scores_accuracy,25%,4.9,4.86,3,4.83,4.86,,,
review_scores_accuracy,50%,4.94,4.96,3.875,4.94,4.94,,,
review_scores_accuracy,75%,4.98,5,4,5,5,,,
review_scores_accuracy,max,5,5,5,5,5,,,
review_scores_cleanliness,count,641,1202,78,983,661,,,
review_scores_cleanliness,mean,4.92,4.85,3.87,4.85,4.86,,,
review_scores_cleanliness,std,0.09,0.23,0.96,0.23,0.23,,,
review_scores_cleanliness,min,4.29,3.5,1,3,2.67,,,
review_scores_cleanliness,25%,4.89,4.8,3.3475,4.79,4.8,,,
review_scores_cleanliness,50%,4.94,4.93,4,4.93,4.92,,,
review_scores_cleanliness,75%,4.98,5,4.95,5,5,,,
review_scores_cleanliness,max,5,5,5,5,5,,,
review_scores_checkin,count,641,1202,78,983,661,,,
review_scores_checkin,mean,4.95,4.94,3.77,4.91,4.94,,,
review_scores_checkin,std,0.06,0.14,1.06,0.21,0.10,,,
review_scores_checkin,min,4.56,3,1,2,4,,,
review_scores_checkin,25%,4.93,4.93,3,4.89,4.92,,,
review_scores_checkin,50%,4.97,5,4,4.98,4.99,,,
review_scores_checkin,75%,4.99,5,4.7875,5,5,,,
review_scores_checkin,max,5,5,5,5,5,,,
review_scores_communication,count,641,1202,78,983,661,,,
review_scores_communication,mean,4.96,4.93,3.57,4.92,4.94,,,
review_scores_communication,std,0.05,0.15,1.33,0.16,0.12,,,
review_scores_communication,min,4.5,3.67,1,3.8,4,,,
review_scores_communication,25%,4.94,4.93,3,4.89,4.91,,,
review_scores_communication,50%,4.98,5,4,5,4.99,,,
review_scores_communication,75%,4.99,5,5,5,5,,,
review_scores_communication,max,5,5,5,5,5,,,
review_scores_location,count,641,1202,78,983,661,,,
review_scores_location,mean,4.88,4.87,3.85,4.84,4.86,,,
review_scores_location,std,0.11,0.25,0.97,0.23,0.17,,,
review_scores_location,min,4.38,2,1,3,4,,,
review_scores_location,25%,4.84,4.8225,3,4.79,4.79,,,
review_scores_location,50%,4.91,4.94,4,4.92,4.9,,,
review_scores_location,75%,4.95,5,4.5,5,5,,,
review_scores_location,max,5,5,5,5,5,,,
review_scores_value,count,641,1202,78,983,661,,,
review_scores_value,mean,4.86,4.78,3.14,4.74,4.82,,,
review_scores_value,std,0.09,0.25,1.01,0.27,0.17,,,
review_scores_value,min,4.45,3,1,3,3.67,,,
review_scores_value,25%,4.81,4.6925,3,4.66,4.74,,,
review_scores_value,50%,4.88,4.85,3.29,4.8,4.85,,,
review_scores_value,75%,4.92,4.96,4,4.94,4.93,,,
review_scores_value,max,5,5,5,5,5,,,
bath_number,count,641,1202,78,983,661,,,
bath_number,mean,1.11,1.28,1.37,1.21,2.53,,,
bath_number,std,0.33,0.50,0.60,0.47,0.74,,,
bath_number,min,1,0,0,0,1,,,
bath_number,25%,1,1,1,1,2,,,
bath_number,50%,1,1,1,1,2.5,,,
bath_number,75%,1,1.5,2,1,3,,,
bath_number,max,3,3,3,4,6.5,,,
prop_type_reduced_Entire condo,count,641,1202,78,983,661,,,
prop_type_reduced_Entire condo,mean,0.05,0.16,0.09,0.16,0.03,,,
prop_type_reduced_Entire condo,std,0.22,0.37,0.29,0.36,0.18,,,
prop_type_reduced_Entire condo,min,0,0,0,0,0,,,
prop_type_reduced_Entire condo,25%,0,0,0,0,0,,,
prop_type_reduced_Entire condo,50%,0,0,0,0,0,,,
prop_type_reduced_Entire condo,75%,0,0,0,0,0,,,
prop_type_reduced_Entire condo,max,1,1,1,1,1,,,
prop_type_reduced_Entire guest suite,count,641,1202,78,983,661,,,
prop_type_reduced_Entire guest suite,mean,0.29,0.09,0.04,0.11,0.01,,,
prop_type_reduced_Entire guest suite,std,0.45,0.29,0.19,0.31,0.08,,,
prop_type_reduced_Entire guest suite,min,0,0,0,0,0,,,
prop_type_reduced_Entire guest suite,25%,0,0,0,0,0,,,
prop_type_reduced_Entire guest suite,50%,0,0,0,0,0,,,
prop_type_reduced_Entire guest suite,75%,1,0,0,0,0,,,
prop_type_reduced_Entire guest suite,max,1,1,1,1,1,,,
prop_type_reduced_Entire guesthouse,count,641,1202,78,983,661,,,
prop_type_reduced_Entire guesthouse,mean,0.17,0.04,0.00,0.06,0.00,,,
prop_type_reduced_Entire guesthouse,std,0.37,0.20,0.00,0.23,0.04,,,
prop_type_reduced_Entire guesthouse,min,0,0,0,0,0,,,
prop_type_reduced_Entire guesthouse,25%,0,0,0,0,0,,,
prop_type_reduced_Entire guesthouse,50%,0,0,0,0,0,,,
prop_type_reduced_Entire guesthouse,75%,0,0,0,0,0,,,
prop_type_reduced_Entire guesthouse,max,1,1,0,1,1,,,
prop_type_reduced_Entire home,count,641,1202,78,983,661,,,
prop_type_reduced_Entire home,mean,0.22,0.29,0.22,0.22,0.75,,,
prop_type_reduced_Entire home,std,0.41,0.46,0.42,0.41,0.43,,,
prop_type_reduced_Entire home,min,0,0,0,0,0,,,
prop_type_reduced_Entire home,25%,0,0,0,0,0,,,
prop_type_reduced_Entire home,50%,0,0,0,0,1,,,
prop_type_reduced_Entire home,75%,0,1,0,0,1,,,
prop_type_reduced_Entire home,max,1,1,1,1,1,,,
prop_type_reduced_Entire rental unit,count,641,1202,78,983,661,,,
prop_type_reduced_Entire rental unit,mean,0.14,0.23,0.51,0.25,0.01,,,
prop_type_reduced_Entire rental unit,std,0.35,0.42,0.50,0.44,0.11,,,
prop_type_reduced_Entire rental unit,min,0,0,0,0,0,,,
prop_type_reduced_Entire rental unit,25%,0,0,0,0,0,,,
prop_type_reduced_Entire rental unit,50%,0,0,1,0,0,,,
prop_type_reduced_Entire rental unit,75%,0,0,1,1,0,,,
prop_type_reduced_Entire rental unit,max,1,1,1,1,1,,,
prop_type_reduced_Entire townhouse,count,641,1202,78,983,661,,,
prop_type_reduced_Entire townhouse,mean,0.07,0.12,0.05,0.07,0.17,,,
prop_type_reduced_Entire townhouse,std,0.25,0.32,0.22,0.26,0.38,,,
prop_type_reduced_Entire townhouse,min,0,0,0,0,0,,,
prop_type_reduced_Entire townhouse,25%,0,0,0,0,0,,,
prop_type_reduced_Entire townhouse,50%,0,0,0,0,0,,,
prop_type_reduced_Entire townhouse,75%,0,0,0,0,0,,,
prop_type_reduced_Entire townhouse,max,1,1,1,1,1,,,
prop_type_reduced_Other,count,641,1202,78,983,661,,,
prop_type_reduced_Other,mean,0.07,0.06,0.09,0.13,0.03,,,
prop_type_reduced_Other,std,0.26,0.24,0.29,0.34,0.17,,,
prop_type_reduced_Other,min,0,0,0,0,0,,,
prop_type_reduced_Other,25%,0,0,0,0,0,,,
prop_type_reduced_Other,50%,0,0,0,0,0,,,
prop_type_reduced_Other,75%,0,0,0,0,0,,,
prop_type_reduced_Other,max,1,1,1,1,1,,,
has_availability_f,count,641,1202,78,983,661,,,
has_availability_f,mean,0.00,0.02,0.04,0.00,0.01,,,
has_availability_f,std,0.00,0.13,0.19,0.03,0.08,,,
has_availability_f,min,0,0,0,0,0,,,
has_availability_f,25%,0,0,0,0,0,,,
has_availability_f,50%,0,0,0,0,0,,,
has_availability_f,75%,0,0,0,0,0,,,
has_availability_f,max,0,1,1,1,1,,,
has_availability_t,count,641,1202,78,983,661,,,
has_availability_t,mean,1.00,0.98,0.96,1.00,0.99,,,
has_availability_t,std,0.00,0.13,0.19,0.03,0.08,,,
has_availability_t,min,1,0,0,0,0,,,
has_availability_t,25%,1,1,1,1,1,,,
has_availability_t,50%,1,1,1,1,1,,,
has_availability_t,75%,1,1,1,1,1,,,
has_availability_t,max,1,1,1,1,1,,,
